Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,2,"Brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",Negative,Fear
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,3,"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",Negative,Fear
Gaming,"NINTENDO WII + 2 LEMOTE + 2 NUNCAK + HDD 500GB FULL GAMES 270GAMES - 1 REMOTE NUNCUK, MESIN SAJA",Jakarta Barat,199000,4.7,440,205,3,"lumayan, biar pelayanan ala kadarnya. tapi di saat main kadang layar loss signal dari Wii console nya. trus kenapa harus beli hardisk yang begitu besar kalau isi 500game cuma 60gb",Negative,Fear
Gaming,"Mika PCB plastik Stik OP PS3",Kabupaten Sukoharjo,2750,4.9,4844,145,1,"beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.",Negative,Fear
Gaming,"Mika PCB plastik Stik OP PS4",Kabupaten Sukoharjo,2750,4.9,4844,145,1,"Semua tombol x tidak berfungsi sama sekali jadi mubazir sekali",Negative,Sadness
Gaming,"Gamesir T4 Pro Gamepad Game Controller Joystick Smartphone Holder - Gransi 2 mggu",Jakarta Utara,375000,4.9,204,141,2,"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",Negative,Fear
Gaming,"Stik TW PS2 transparan lampu kabel serat - Putih",Jakarta Barat,38000,4.8,496,167,3,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",Negative,Sadness
Gaming,"Stik TW PS2 transparan lampu kabel serat - Putih",Jakarta Barat,38000,4.8,496,167,2,"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",Negative,Fear
Gaming,"Stik TW PS2 transparan lampu kabel serat - Putih",Jakarta Barat,38000,4.8,496,167,1,"barang tidak sesuai , tidak transfaran dan tidak menyala",Negative,Sadness
Gaming,"Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue",Jakarta Utara,121500,4.8,360,168,1,"Niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..",Negative,Sadness
Gaming,"Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue",Jakarta Utara,121500,4.8,360,168,2,"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",Negative,Fear
Gaming,"Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue",Jakarta Utara,121500,4.8,360,168,3,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",Negative,Sadness
Gaming,"stik PS2/stick ps2/merkBE/STIKPS",Jakarta Barat,30000,4.8,1164,306,1,"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",Negative,Sadness
Gaming,"stik PS2/stick ps2/merkBE/STIKPS",Jakarta Barat,30000,4.8,1164,306,2,"saya kasih bintang 2 dulu soalnya analog atau yang bulet Kanannya itu longgar dan agak ke atas",Negative,Fear
Gaming,"STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH",Kota Surabaya,39300,4.8,767,308,3,"produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk",Negative,Anger
Gaming,"STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH",Kota Surabaya,39300,4.8,767,308,2,"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2B",Negative,Fear
Gaming,"STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH",Kota Surabaya,39300,4.8,767,308,1,"Masak barangnya yang di kirim rusak. Gak bisa di gunakan. Dan orangnya gak ngerespon chat saya,dan saya minta ganti gak mau yaudah deh biar Tuhan yang iklaskan",Negative,Fear
Gaming,"BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER",Jakarta Barat,45000,4.8,503,218,3,"kasi 3 bintang ya, yg sebelah kanan gak terlalu berfungsi dengan baik. lain kali di cek dengan baik.",Negative,Fear
Gaming,"BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER",Jakarta Barat,45000,4.8,503,218,3,"yg sebelah kiri triggernya ga sensitif, jadi cuma kepake sebelah doang",Negative,Fear
Gaming,"BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER",Jakarta Barat,45000,4.8,503,218,3,"Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri",Negative,Fear
Gaming,"Stick PS3 ori mesin Sixaxis (non getar)",Jakarta Barat,135000,4.8,419,114,3,"paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih",Negative,Fear
Gaming,"Stick PS3 ori mesin Sixaxis (non getar)",Jakarta Barat,135000,4.8,419,114,3,"sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan",Negative,Sadness
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,1,"barang tidak berfungsi sama sekali...seperti membeli barang rusak",Negative,Fear
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,1,"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",Negative,Fear
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,1,"salah satu stik tidak berfungsi. coba chat penjual tidak direspon.",Negative,Fear
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,1,"Barang hanya dpt berfungsi beberapa hari terus mati tdk dpt signal.. dan ketika brg diretur... ternyata sama aja...mati lagi tdk da signal",Negative,Fear
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,3,"nyala tapi item putih. dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar2 kabelnya dicolokan tvnya. could have been a better service.",Negative,Sadness
Gaming,"Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games",Jakarta Utara,152000,4.8,2023,1087,3,"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",Negative,Sadness
Gaming,"Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck",Jakarta Pusat,845000,4.9,911,596,1,"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",Negative,Sadness
Gaming,"Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck",Jakarta Pusat,845000,4.9,911,596,2,"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",Negative,Fear
Gaming,"Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck",Jakarta Pusat,845000,4.9,911,596,3,"Mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. Tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. Mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada Panduanya seringkali hang,USB tidak terbaca bahkan gambar semut yang solusinya USB tersebut dilepas dan dipasang kembali baru bisa. 3. Untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",Negative,Sadness
Gaming,"Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck",Jakarta Pusat,845000,4.9,911,596,3,"1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa",Negative,Sadness
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,"saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..",Negative,Sadness
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",Negative,Fear
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,"Banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, Stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman",Negative,Sadness
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,"ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri",Negative,Sadness
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,3,"game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya :)",Negative,Sadness
Gaming,"POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH",Kota Bekasi,218000,4.8,625,289,1,"beli 2 dateng nya malah 1, pas di buka udah exited banget jadi Negativemood tenyata cuman 1",Negative,Fear
Gaming,"POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH",Kota Bekasi,218000,4.8,625,289,3,"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Negative,Fear
Gaming,"POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH",Kota Bekasi,218000,4.8,625,289,3,"Barang diterima dengan baik. Tapi sayang baterenya uda soak",Negative,Fear
Gaming,"POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH",Kota Bekasi,218000,4.8,625,289,3,"sering disconnect, kadang tidak berfungsi autocatch",Negative,Fear
Gaming,"POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH",Kota Bekasi,218000,4.8,625,289,1,"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",Negative,Fear
Gaming,"Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES",Jakarta Barat,589000,4.5,89,33,2,"Sebenernya kualitas barang nya bagus, build quality oke lah utk barang rekondisi, utk memainkan game tidak ada masalah. Masalahnya barang ini bahasa jepang, dan di keterangan deskripsi tidak dijelaskan, setelah barang sampai saya chat seller, dengan balasan yg slow respon dan jawaban seadanya, dikatakan bahasa tidak bisa diganti. Mohon dituliskan kekurangan2 pada deskripsi, dan lebih fast respon kalau ada pembeli yg complain",Negative,Fear
Gaming,"Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES",Jakarta Barat,589000,4.5,89,33,2,"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",Negative,Fear
Gaming,"PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb",Jakarta Barat,610000,4.6,1400,329,1,"ada kesalahan di MC dan hardisknya. Gak bisa digunain jd nya PSnya.. masa gak ke isi game atau MC nya ngeblank. padahal belinya bkn dgn duit yg sdikit, dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya. Kecewaaaaa sumpah",Negative,Sadness
Gaming,"PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb",Jakarta Barat,610000,4.6,1400,329,1,"Banyak game yang rusak,,, Beberapa game tidak bisa di save...... Biarlah saya ngga akan protes apa pun,tapi saya harap seller lebih cek dan ricek barang sebelum kirim.... Kalau sudah sampai tapi barang rusak kaya gini,yang rugi konsumen bukan seller... Apa lagi pembeli yang jauh/ dari luar kota seperti saya....",Negative,Fear
Gaming,"PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb",Jakarta Barat,610000,4.6,1400,329,1,"Baru 2 kali pake udah rusak. Dibalikin ke tokonya , saya minta cepet dibetulin dan dikirim hari ini juga, orangnya langsung pulang. Ditelpon gak response.",Negative,Fear
Gaming,"PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb",Jakarta Barat,610000,4.6,1400,329,3,"Paking oke bagus. Mohon perbaikan. Stik bergetar terus tanpa henti. mesin agak sering hang mau ganti game. Mohon diperbaiki gan. Selisih ongkir juga. Trims.",Negative,Fear
Gaming,"Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah",Jakarta Pusat,210000,4.6,186,114,1,"barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...",Negative,Fear
Gaming,"Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah",Jakarta Pusat,210000,4.6,186,114,1,"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",Negative,Sadness
Gaming,"Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah",Jakarta Pusat,210000,4.6,186,114,1,"barang ok,tetapi batrai bocor parah,tdk ada niat memberi batrai yg baru.stiap x maen ga ada 1/2 jam lngsng habis.di cas jg lampu slalu merah.",Negative,Sadness
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,3,"beda sma yg di gambar. pdahal udh pernh pesen skali di sni",Negative,Sadness
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,3,"barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger",Negative,Fear
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,2,"barang rusak ?? di charge hp nggak ngisi , udah ngisi ee...tau tau ngilang / susut lagi , di kirain changer, di coba dgn kabel lain bagus. besoknya di coba lagi msh juga begitu. ya... ternyata barangnya yg tidak bagus..",Negative,Fear
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,"baru d pake seminggu rusak",Negative,Sadness
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,"kualitas jelek. ngak mau pakai di smartphone",Negative,Fear
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",Negative,Sadness
Phones and Tablets,"MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11",Jakarta Utara,145000,4.9,1813,984,3,"Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.",Negative,Fear
Phones and Tablets,"MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11",Jakarta Utara,145000,4.9,1813,984,2,"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",Negative,Fear
Phones and Tablets,"MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11",Jakarta Utara,145000,4.9,1813,984,1,"Barang datang dalam keadaan terlipat. Gak bisa sama sekali dipakai",Negative,Sadness
Phones and Tablets,"Iphone XR Garansi Resmi Ibox - Hitam, 64 New Package",Jakarta Barat,9499000,5,2383,1460,1,"Saya sangat kecewa beli di toko ini?? seenak sendiri menaikan harga, padahal sudah deal beli... ditambah lagi admin nya sangat tidak ramah???? official store kok pelayanan seperti tidak profesional. Sangat tidak direkomendasikan membeli di sini. Pasti kecewa.",Negative,Sadness
Phones and Tablets,"Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi - Abu-abu",Jakarta Pusat,3034000,5,4525,1815,1,"pengiriman lelet, request warna g di ACC, sangat kecewa...",Negative,Sadness
Phones and Tablets,"Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi - Abu-abu",Jakarta Pusat,3034000,5,4525,1815,1,"Pelayanan ADMIN sangat parah no respon",Negative,Anger
Phones and Tablets,"Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi - Abu-abu",Jakarta Pusat,3034000,5,4525,1815,1,"pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store",Negative,Fear
Phones and Tablets,"Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus",Jakarta Selatan,13500,4.8,3122,1459,3,"obeng bintang nya kurang nyaman untuk dipegang. ujung obeng bintang mesti diratain dlu.. ada sisa potongan.",Negative,Fear
Phones and Tablets,"Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus",Jakarta Selatan,13500,4.8,3122,1459,3,"pengungkitnya mudah patah. kualitas plastik kurang bagus",Negative,Sadness
Phones and Tablets,"Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus",Jakarta Selatan,13500,4.8,3122,1459,1,"Obengnya ngga bisa kepakai kualitas rendah",Negative,Fear
Phones and Tablets,"Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus",Jakarta Selatan,13500,4.8,3122,1459,1,"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah",Negative,Sadness
Phones and Tablets,"Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus",Jakarta Selatan,13500,4.8,3122,1459,1,"Barang jelek sesuai harga",Negative,Sadness
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 8",Jakarta Selatan,189000,4.6,1708,771,3,"kualitas lcd sangat tipis, sehingga home button jadi lebih tinggi dari pada layar. Respond cepat tetapi admin tidak menjawab pertanyaan saya dengan benar",Negative,Sadness
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 9",Jakarta Selatan,189000,4.6,1708,771,2,"kualitasnya parah, keteken langsung pecah",Negative,Sadness
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 10",Jakarta Selatan,189000,4.6,1708,771,2,"Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6",Negative,Sadness
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 11",Jakarta Selatan,189000,4.6,1708,771,1,"touchscreenya tidak fungsi, saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",Negative,Fear
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 12",Jakarta Selatan,189000,4.6,1708,771,1,"Barang tidak berfungsi. Sangat buruk sekali",Negative,Sadness
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 13",Jakarta Selatan,189000,4.6,1708,771,1,"tidak sesuai spesifikasi abis itu mau komplain tidak di layani bahaya sekali",Negative,Fear
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 14",Jakarta Selatan,189000,4.6,1708,771,1,"Saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake LCD yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. Jangan beli disini cukup saya aja jadi korban ??????",Negative,Anger
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 15",Jakarta Selatan,189000,4.6,1708,771,1,"Pokoknya jangan ada yg beli disini. Barang rusak, mau minta klaim tpi seller banyak alasan, padahal stiker garansi blm rusak/damage. Mohon dipikir kembali kalau mau beli disini??",Negative,Fear
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,2,"ngisi powerbanknya lama bgt. sampe 8 jam lebih. pas di coba charge ke hape jg lama. 4 jam lebih. lebih lama dr ngecharge ke listrik langsung.",Negative,Fear
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,2,"alatnya sering mati sendiri kak",Negative,Fear
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,1,"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan� saja mgkn ok ??",Negative,Fear
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,1,"produk mengecewakan...!!!! kecewa!!! awalnya sih oke... tpi setelah seminggu pemakaian entah kenapa g bisa di cas, sudh saya coba berkali kli tetep g bisa di cas.... saya sangat kecewa dengan produk ini. kwalitasnya kurang bagus",Negative,Sadness
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,1,"gak bisa di pake kecewa jadi barang sampah deh",Negative,Sadness
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,1,"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon",Negative,Sadness
Phones and Tablets,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam",Kota Tangerang,175000,4.9,13000,7323,1,"jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama",Negative,Fear
Phones and Tablets,"KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam",Jakarta Pusat,540000,4.8,6905,3350,3,"baru satu hari pemakaian kabel chargernya udah gabisa dipake",Negative,Sadness
Phones and Tablets,"KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam",Jakarta Pusat,540000,4.8,6905,3350,2,"pengiriman tidak sesuai estimasi",Negative,Fear
Phones and Tablets,"KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam",Jakarta Pusat,540000,4.8,6905,3350,2,"pesan hitam di kirim putih, lama proses pesanan nya",Negative,Fear
Phones and Tablets,"KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam",Jakarta Pusat,540000,4.8,6905,3350,1,"tidak sesuai dengan kapasitas yg tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin dah",Negative,Sadness
Phones and Tablets,"KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam",Jakarta Pusat,540000,4.8,6905,3350,1,"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",Negative,Fear
Phones and Tablets,"Createkat Katfit Watch Band SPO2 Tracker - Biru",Kab. Tangerang,999999,4.8,1464,1111,3,"tdk sesuai gbr/deskripsi",Negative,Fear
Phones and Tablets,"Createkat Katfit Watch Band SPO2 Tracker - Biru",Kab. Tangerang,999999,4.8,1464,1111,3,"Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya",Negative,Sadness
