Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Electronics,Power Supply 10A / 12V Adaptor CCTV CENTRAL,Jakarta Barat,74600,4.9,3981,998,3,Berfungsi tapi sayangnya penyok,Positive,Happy,Bisa digunakke nanging sayange penyok.
Electronics,"Mesin Absensi BioFinger AT-100, 500 Jari, USB Flash, EXCEL, Murah, Grs",Kota Surabaya,415000,4.9,148,75,5,Barang berfungsi dengan baik. Packaging aman ??. Barang Mudah Digunakan.,Positive,Happy,Barang bisa mlaku kanthi apik. Packaging aman ??. Barang gampang dienggo.
Electronics,"Mesin Absensi BioFinger AT-100, 500 Jari, USB Flash, EXCEL, Murah, Grs",Kota Surabaya,415000,4.9,148,75,5,"Oke mantap, pengiriman cepat, seller ramah fast response. Produk sesuai harapan. Thanks",Positive,Happy,"Oke mantap, pengiriman cepet, seller ramah fast response. Produk cocog karo pangarep-arep. Matur nuwun."
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,Packaging rapi. Gampang dipakai. Desainnya elegan ?. Ada baret dikit tp masi ok lah overall,Positive,Happy,Packaging rapi. Gampang dienggo. Desaine elegan ?. Ana goresan sethithik tapi isih oke lah sakabehe.
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,"fast respon, barang bagus panasnya juga bagus",Positive,Happy,"Cepet respon, barang apik panasne uga apik."
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,"Alhamdulillah barang sudah diterima dg baik,respon penjualnya top deh.semoga makin sukses,Abang kurirnya ramah.terimakasih",Positive,Happy,"Alhamdulillah barang wis ditampa kanthi becik, respon penjual top banget. Mugo-mugo makin sukses, abang kurir ramah. Matur nuwun."
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,5,Barangnya original ??. Gampang dipakai. Ada garansi resmi. Penjualnya ramah banget.,Positive,Happy,Barang asli ??. Gampang dienggo. Ana garansi resmi. Penjule ramah banget.
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,5,Barang bagus dan berfungsi dengan baik. Hasil pengepelan juga bersih. Pengiriman cepat.,Positive,Happy,Barang apik lan bisa mlaku kanthi becik. Asil ngepel uga resik. Pengiriman cepet.
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,1,"segel rusak agak ragu sih dengan kualitas nya sempet komplain ,disertakan video unboxing saat paket datang. tp sama penjual direspons negative. yasudahlah. kapok beli disini",Negative,Fear,"Segelnya rusak, rada ragu karo kualitasne, sempet komplen, nambah video unboxing pas paket teka. Tapi penjual respon negatif. Ya wes lah, kapok tuku nang kene."
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,2,"Barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. Dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)",Negative,Anger,"Barang teka nganggo kurir toko, nang unboxing kok ana lecet/goresan nganti besine katon kaya foto sing tak jupuk. Nang chat karo owner ora ana tanggungan jawabe, chatku mung dibaca saka wingi wengi (6 April 2020 jam 8an malam, nganti saiki tgl 7 April 2020 jam 16.30an)."
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,2,"Awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",Negative,Anger,"Awale nyoba tuku merk iki nanging kulkas e ora apik, pas proses dingin kompresornya swarane banter ganggu banget."
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,2,Baru datang saya rakit Coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai Untung kulkas tidak jatuh,Negative,Sadness,"Baru teka aku rakit, nyoba nguripake kulkas anyar sethithik, sikil wis patah asil ora dipake. Untunge kulkas ora tiba."
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,1,Barangnya ringkih bgt. Saya baru pake udh penyok. Pdhl saya pake untuk mesin cuci 7 kg. Maap.,Negative,Sadness,Barange ringkih banget. Aku anyar nganggo wis penyok. Padahal kanggo mesin cuci 7 kg. Maaf.
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,1,"Gak guna dibeli, aplikasi semua gabisa. Moka Cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek",Negative,Fear,"Ora guna tuku, aplikasi kabeh ora bisa. Moka Cashlez kabeh ora bisa. Dulu tuku opo yo ora connect. Ora recomended. Regane larang. Support elek."
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,2,"dikirimnya lama, plus batrenya cuma 1500mah alias tdk sesuai pic.",Negative,Fear,"Kirimane suwe, ditambah batere cuma 1500mah alias ora cocog karo foto."
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,3,Drawlernya ga bisa kebuka manual ataupun yg otomatis,Negative,Sadness,Laci ora iso dibuka manual utawa otomatis.
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,1,Lacinya sering macet tidak terbuka otomatis,Negative,Sadness,Laci sering macet ora bisa mbuka otomatis.
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,3,pakingnya kurang aman. di pakein dus tipis doang. pdahal elektronik dg barang riskan pecah kalo di tumpuk brng lain,Negative,Sadness,Packing kurang aman. Cuma diwenehi dus tipis. Padahal elektronik karo barang riskan pecah nek ditumpuk barang liyane.
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,2,"tidak sesuai yang diharapkan, volume tidak besar kencang",Negative,Fear,"ora cocog karo sing dikarepake, volume ora gedhe kenceng"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,1,"ad retak di bagian kasingnya yg ad logo bluetooth nya, untuk unit MP3 kit blom di tes mudah2han nyala, setelah di tes ternyata gak ad suaranya padahal kalo pake modul MP3 lain nyala?? jadi keluar biaya 2x niat hemat malah buntung",Negative,Sadness,"ana retak nang casing sing ana logo bluetooth-e, kanggo unit MP3 kit durung dites muga-muga isih nyala, sakwise dites ternyata ora ana swarane padahal yen nganggo modul MP3 liyo nyala?? dadi metu biaya kaping pindho niat irit malah rugi"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,3,"klo bisa di test dulu , minimal nyala .kondisi barang yg sampai ke saya tidak bisa nyala , ada komponen dioda yg gak terpasang di power 5v input.overall sih ok , bisa sy perbaiki dari pada retur.thanks",Negative,Fear,"yen iso dites dhisik, minimal nyala. kondisi barang sing tekan aku ora iso nyala, ana komponen dioda sing ora kepasang nang power 5v input. overall ya ok, aku bisa ndandani ketimbang balekke. makasih"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,2,"packing kurang rapi, tidak aman,, dus penyok...player hancur.....",Negative,Sadness,"packing kurang rapih, ora aman, dus penyok... playere pecah..."
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,1,"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!",Negative,Fear,"ora cocog karo deskripsi, ora cocog gambar, ana sawetara tombol sing gak fungsi, pengen balekke, pengen ganti karo model liyo sing ana backlight, ora masalah nambah biaya, tapi respon seller nggawe kuciwa!"
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,1,Banyak tombol yg rusak... Batre rusak tidak bisa di charge.,Negative,Anger,akeh tombol sing rusak... baterai rusak ora iso di charge.
Electronics,Xiaomi MiBox Mi Box S Mi Box 4 Internasional Android TV MDZ-22-AB - TanpaKeyboard,Kota Malang,945000,4.9,533,226,1,"Aplikasi banyak yang gak bisa kebuka. Cm bs youtube aja. Wirelles keyboard arah atas,back dan angka 3 tidak bisa. Kecewa tidak dilakukan pengecekan dlu sebelum dikirim. Niat mau nonton bein jadi tidak bisa. Remote mi boxnya jg tdk bisa.",Negative,Sadness,"aplikasi akeh sing ora iso kebuka. mung iso youtube wae. wireless keyboard arah ndhuwur, back, lan angka 3 ora iso. kuciwa ora dicek dhisik sakdurunge dikirim. niat arep nonton bein dadi ora iso. remot mi box-e uga ora iso."
Electronics,Original RUIZU X50 8Gb BLUETOOTH Sport MP3 Player DAP TF FM Pedo V X02,Jakarta Barat,399000,4.8,618,263,2,"Tidak bisa upload atau transfer file dari komputer ke MP3 player, padalhan sudah gonti USB cable data yg terbaik dan sudah update USB drive nya. Ternyata harus beli external memory card, awalnya tertulis internal 4GB :(",Negative,Sadness,"ora iso upload utawa transfer file saka komputer menyang MP3 player, padahal wis ganti kabel USB data sing paling apik lan wis update USB drivere. ternyata kudu tuku external memory card, awalane ditulis internal 4GB :("
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,Kota Tangerang Selatan,69000,4.8,683,228,2,"pengiriman cepet, tapi qualitas barangnya jelek, kekuatan baterai nya cuma bertahan 30-40 menit, klo dicas ada suara berdesis.",Negative,Anger,"pengiriman cepet, tapi kualitas barang elek, kekuatan baterai mung tahan 30-40 menit, yen dicas ana swara dengung."
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,Kota Tangerang Selatan,69000,4.8,683,228,2,"Suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. Bikin sakit telinga.",Negative,Sadness,"swara noise kaya nggo golek saluran radio lan rada meletup-meletup banget ngganggu, padahal lagi mode bluetooth kanggo ngrungokake musik. nggawe lara kuping."
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,3,"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",Negative,Sadness,"sing siji error terus. dadi repot. kadang urip angel, yen wis urip kudu nganggo headset, soale mic-e nyala mati."
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,1,"nggak recomended saya sdh tes wtnya katany jarak 1km, ini 100 meter saja sdh gangguan",Negative,Fear,"ora recomended aku wis tes wilayah, katanya jarak 1km, iki 100 meter wae wis gangguan."
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,1,"1 ga bisa nyala, 1 mati2 suaranya",Negative,Sadness,"siji ora iso nyala, siji mati-mati swarane."
Electronics,Baterai Case AAA ke AA Adaptor Battery Konverter Adapter A3 to A2,Jakarta Barat,4500,4.9,748,169,1,"Seller 2x masalah dalam pengiriman barang. Pertama, saya beli 3 macam barang yg di kirim cuman 1 macam. Kedua, barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya. Alhasil cuman 2 barang yg saya pesan yg nyampe. Ngasih resi jg tidak sesuai di pengajuan komplain, admin slow respon, official store ga menjamin deh",Negative,Sadness,"seller kaping pindho ngalami masalah pengiriman barang. sepisan, aku tuku 3 jinis barang sing dikirim mung 1 jinis. kaping pindho, barang sing kurang wis dikirim nanging ora sesuai pesenanku. asilnya mung 2 barang pesenanku sing tekan. ngasih resi uga ora sesuai pengajuan komplain, admin lambat nanggapi, official store ora njamin."
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,1,"barang tdk bs di pake ,ring tune jg g bunyi.kecewa",Negative,Sadness,"barang ora iso dipakai, ring tune uga ora muni. kecewa."
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,1,"barang tdk bisa dipakai, suara tdk keluar ... sangat mengecewakan",Negative,Sadness,"barang ora iso dipakai, swara ora metu... banget njesel."
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,2,"Mic Speakernya Rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",Negative,Anger,"mic speakere rusak, swarane cilik banget, meh ora iso krungu. hmm ora pantes. ora dicek dhisik sadurunge dikirim!"
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,3,Ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,Negative,Sadness,ujung kabel colokan saka gagang telpon menyang pesawat telpon ora iso kepasang sempurna.
Electronics,Telepon Kabel Sahitel S35 Pesawat Telepon Rumah Sahitel S-35 (Kuning),Jakarta Barat,116000,4.9,1382,558,1,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,Negative,Fear,penjual kurang responsif nalika diajukan pertanyaan babagan barang sing dikirim... dadi banget kuciwa... ora recomended karo penjual kaya ngene... saran kanggo toko golek pegawai sing sikape apik lan responsif marang pelanggan... supaya pelanggan ngrasa puas lan seneng karo layanan.
Electronics,Lampu LED STRIP SELANG 3528 2835 10M 220V 10 Meter 5050 Outdoor RGB,Jakarta Utara,84000,4.7,623,185,1,"sy pernah usaha jd sy tdk mau menjelekan usaha org, sya toleransi klo pertama beli colokan rusak sy anggap kurir, tpi transaksi ke-2 ini lampu 2dari 3 hanya nyala setengah, bagaimana admin jualan tidak cek dulu sebelum pac d kirim. jujur saya kecewa, saya beli barang mungkin murah tapi bukan yg rusak donk.. cukup terakhir kali belanja di toko ini ????",Negative,Anger,"aku pernah usaha dadi aku ora gelem ngisin-ngisini usaha wong, aku toleransi yen pisan tuku colokan rusak aku anggep kurir, tapi transaksi kaping loro lampu 2 saka 3 mung nyala setengah, piye admin adol ora cek dhisik sadurunge paket dikirim. terus terang aku kuciwa, aku tuku barang mungkin murah nanging dudu sing rusak donk.. cukup pungkasan belanja nang toko iki ????"
Electronics,Lampu LED STRIP SELANG 3528 2835 10M 220V 10 Meter 5050 Outdoor RGB,Jakarta Utara,84000,4.7,623,185,1,packing jelek ..brg dtng kotaknya penyot2..pesan 8 bh rusak 2 bh,Negative,Anger,packingé elek.. barangé teka kotaké penyot-penyot.. pesen 8 biji rusak 2 biji
Electronics,BASEUS LAMPU DINDING SENSOR OTOMATIS / MALAM / TIDUR LED KAMAR RUMAH - Aisle Light,Kota Tangerang,339000,4.9,9739,4643,1,"respon pengiriman sangat lambat.status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis. tapi barang tidak dikirim-kirim. status berubah jadi pengiriman sampai resi keluar 3 hari, baru kurir berhasil pickup barang. PAYAH....!!!",Negative,Anger,"respon pengiriman terlambat bener. status sengaja diowahi dadi pengiriman supaya ora ana wates wektu batal otomatis. tapi barangé ora dikirim-kirim. status owah dadi pengiriman nganti resi metu 3 dina, anyar kurir iso pickup barangé. PAYAH....!!!"
Electronics,BASEUS LAMPU DINDING SENSOR OTOMATIS / MALAM / TIDUR LED KAMAR RUMAH - Aisle Light,Kota Tangerang,339000,4.9,9739,4643,1,Barang Ga bisa dipake ...lampunya Ga nyala dan sensornya rusak..,Negative,Anger,Barang ora isa dipake... lampuné ora nyala lan sensorné rusak..
Electronics,BASEUS LAMPU DINDING SENSOR OTOMATIS / MALAM / TIDUR LED KAMAR RUMAH - Aisle Light,Kota Tangerang,339000,4.9,9739,4643,3,"bagian magnet perekat tidak melekat dengan sempurna, jadinya ketika ditempel dengan lampunya jatuh cukup kecewa karena bagian magnet dengan wadahnya ga melekat kuat jdnya buat rusak lampu kalau jatuh kelantai",Negative,Sadness,"bagean magnet perekat ora nempel kanthi sempurna, dadi pas ditempel karo lampuné tiba. cukup kecewa merga bagean magnet karo wadahé ora nempel kenceng, dadi iso ngrusak lampu nek tiba neng lantai"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",Negative,Fear,"ora rekomen banget pelayanané ora apik lan ora cocog karo foto, aku tuku 2 nanging lampu siji mati lan ora lengkap"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Barang ada yg tidak dikirim, penjual janji akan dikirim pada saat sy order berikutnya. Tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya. Penipu sellernya.",Negative,Anger,"Barangé ana sing ora dikirim, penjual janji bakal dikirim waktu aku order maneh. Tapi nganti order ke-2 teka ora disertakke kurang barangé. Penipu sellerné."
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsi,mau diretur ongkir nya lebih mahal dr harga barang,jadi kecewa",Negative,Sadness,"Barang sing dikirim ora dicoba dhisik dadi ana 1 pcs ora fungsi, arep diretur ongkos kirim luwih larang tinimbang regané barang, dadi kuciwa"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",Negative,Sadness,"Barang ora fungsi, nek arep dikirim dicek dhisik bos senter ora urip, wis dicas sedina, packing uga ora apik dadi bungkusé ana sing pecah"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Harga murah, tapi fisik yang di terima gaa sesuai harapan, lampu di gagang gaa berfungsi, zoom besar kecil gaa berfungsi, lebih parah lagi, saya udah kasih waktu 3 jam untuk jawab keluhan saya via chat, tapi seller slow-slow aja, padahal online.. Utamain kepuasan pelanggan, jangan hanya nyari keuntungan semata, gaa bakal berkah..",Negative,Fear,"Rega murah, tapi fisik sing ditampa ora cocog ekspektasi, lampu ing gagangé ora fungsi, zoom gedhé cilik ora fungsi, luwih parah, aku wis maringi wektu 3 jam kanggo njawab keluhan aku liwat chat, tapi seller lambat banget, padahal online.. Utamain kepuasan pelanggan, ojo mung golek keuntungan waé, ora bakal berkah.."
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,1,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.,Negative,Anger,Elek! silikon pelindungé sawise ditekuk gampang pecah dadi sobek gitu. kualitas lampuné uga ora kaya sing tak bayangake. Jauh ngisor kualitas Philips.
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,1,"Barang sangat jelek, tidak fungsi, klaim� tetap rusak. Mendingan jangan beli.",Negative,Anger,"Barang banget elek, ora fungsi, klaim tetep rusak. Mending ora usah tuku."
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,3,barangnya ada yg sobek diujung nya jadi macet� ketika dinyalakan,Negative,Sadness,barangé ana sing sobek nang ujungé dadi macet nalika dinyalakaké
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,1,"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",Negative,Anger,"lampu wis di-charge ora bisa nyala banget padahal anyar tuku, aku KECEWA BANGET!!! PENJUAL ORA RESPON!!!!"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,1,di keterangannya kuat 8 jam....eh baru aja 1 jam juga belum udah redup para,Negative,Sadness,ing keterangane kuat 8 jam... eh anyar 1 jam uga durung wis redup para
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,3,Untuk sekelas official store ini paling kacau sih packingnya. Bener2 cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.,Negative,Sadness,kanggo official store sak kelas iki paling amburadul packingé. Benar-benar mung plastik ireng tipis kualitas tas jeblok dilakban asal-asalan. Mending nek ana opsi bubble wrap.
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,2,gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama,Negative,Sadness,ora nganti 2 jam wis redup padahal dicas sedina sadurungé dipakai pisan
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"gak rekomendasi untuk beli disini, ada masalah tapi seller ga jawab pesan. tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran aja buat yang lain, beli barang kaya gacha, kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker",Negative,Fear,"ora rekomendasi tuku neng kéné, nek ana masalah seller ora jawab pesen. Siji awalé ora gelem nganggo fitur komplain tokped merga aku kira seller bakal tanggung jawab, tapi nganti pesenan otomatis rampung ora ana balasan. dadi pelajaran kanggo liyane, tuku barang kaya gacha, nek lagi ora bejo iso entuk barang elek lan ora isa dituker"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,lampu nya nyala... tapi Bentar aja tahan nya... habis itu mati... terus di colon lagi hidup... Trus Bentar aja mati... ngak tau salahnya dimana...,Negative,Sadness,lampuné nyala... tapi bentar waé tahané... wis kuwi mati... terus disisipi maneh urip... Terus bentar waé mati... ora ngerti salahé nang ngendi...
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"Barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",Negative,Anger,"Barang rusak, ora iso nyala sakabehé. luwih apik dicek dhisik sakdurungé dikirim."
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"1 lampu rusak tidak bisa hidup dr awal, 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari.",Negative,Fear,"1 lampu rusak ora bisa urip saka awal, 1 lampu liyo mati lan ora bisa urip sawisé dipakai sedina."
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,Kab. Tangerang,21499,4.9,1373,351,3,Ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,Negative,Fear,Ana 2 aksesoris sing ora ana... lan 1 sing rusak... dadi sakjane kudu ana 18 pcs... iki mung 16 pcs... kapan kapan tolong dicek dhisik yo...
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,3,di minta warna dusty sma abu abu di kirim abu abu ama pink,Negative,Sadness,"dijaluk warna dusty karo abu-abu, dikirim abu-abu karo pink"
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,3,"pengiriman lama, jam ok semoga awet",Negative,Anger,"kirimane telat, jam oke muga-muga awet"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,3,klo mau kirim barang sebaiknya di cek dulu gan saya beli 2 yg satu mati untuk saya harga segitu lumayan,Negative,Sadness,"nek arep ngirim barang becik dicek dhisik gan, aku tuku 2 seng siji rusak, regane kok lumayan yo"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,2,box nya gak di rakit,Negative,Sadness,boks-e ora dirakit
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,1,tdk sesuai pesanan,Negative,Fear,ora cocog pesenan
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,1,"Hati-hati kalo beli barang di toko ini, deskripsi penjual dan real barang datangnya harus jelas di lihat. Bacain aja tiap ada pembeli bintang 1 komentar di produknya, respon penjual gimana, chat penjual ga mencerminkan seseorang yang baik.",Negative,Fear,"Ati-ati nek tuku barang nang toko iki, deskripsi penjual karo barang asli sing teka kudu jelas dilihat. Sek wes maca wae sing tuku bintang 1 ning komentar produk-e, respon penjual piye, chat penjual ora ngegambarin wong sing apik."
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 60",Jakarta Barat,39900,4.9,2007,801,2,barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,Negative,Fear,"barang sing dikirim ora cocog, senajan ora ana kudu 2 warna ojo siji warna kabeh"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 61",Jakarta Barat,39900,4.9,2007,801,1,"beli 6 pieces dgn catatan 6 warna yg berbeda tapi datang dgn warna yg sama kesemuanya,",Negative,Sadness,"tuku 6 pcs cathetan 6 warna beda, nanging teka kabeh warnane padha kabeh"
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,2,"tidak sesuai dengan yg dipesan, harusnya hitam 1, merah 1, pengiriman lama.",Negative,Fear,"ora cocog karo sing dipesen, sakjane hitam 1, abang 1, kirimane telat"
