Kode Transaksi,Timestamp,Kode Barang,Nama Barang,Jumlah,Harga Jual,Total
48522020230619141312,2023-06-19 14:13:12,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230619150211,2023-06-19 15:02:11,al961L,Alkohol 96% 1liter,1,"36.000,00","36.000,00"
48522020230619150836,2023-06-19 15:08:36,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230620093002,2023-06-20 9:30:02,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020230620141706,2023-06-20 14:17:06,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230620141717,2023-06-20 14:17:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230620141802,2023-06-20 14:18:02,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230620143220,2023-06-20 14:32:20,Stomachtube,Stomach tube/ NGT,1,"29.000,00","29.000,00"
48522020230620143220,2023-06-20 14:32:20,tip50mlonehealth,Cateter tip 50ml onehealth,1,"7.500,00","7.500,00"
48522020230620143406,2023-06-20 14:34:06,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230620143443,2023-06-20 14:34:43,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230620143828,2023-06-20 14:38:28,tnsidgtlomrn8712,Tensi digital omron 8712,1,"495.000,00","495.000,00"
48522020230620144028,2023-06-20 14:40:28,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230620144046,2023-06-20 14:40:46,Ar1m3,isi tabung argon 1m3/argon 0.5m3,1,"150.000,00","150.000,00"
48522020230620144717,2023-06-20 14:47:17,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230620144717,2023-06-20 14:47:17,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230620144757,2023-06-20 14:47:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230620144757,2023-06-20 14:47:57,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230620152850,2023-06-20 15:28:50,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230621112728,2023-06-21 11:27:28,al961L,Alkohol 96% 1liter,1,"36.000,00","36.000,00"
48522020230621112748,2023-06-21 11:27:48,strpasmurt,Nesco strip asam urat,1,"98.000,00","98.000,00"
48522020230621112748,2023-06-21 11:27:48,strpklstrlnsco,Nesco strip kolesterol,1,"171.000,00","171.000,00"
48522020230621113705,2023-06-21 11:37:05,Tablok,Tabung reaksi lokal 16*150mm,1,"4.500,00","4.500,00"
48522020230621113705,2023-06-21 11:37:05,btgspakca25cm,Batang pengaduk spatula kaca 25 cm,1,"5.500,00","5.500,00"
48522020230621121042,2023-06-21 12:10:42,kcmtgoglprotectonmd,Kacamata gogle protect onemed,1,"20.500,00","20.500,00"
48522020230621124307,2023-06-21 12:43:07,dinding,P3k dinding,1,"75.000,00","75.000,00"
48522020230621144723,2023-06-21 14:47:23,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230621144739,2023-06-21 14:47:39,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230621144756,2023-06-21 14:47:56,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230621144853,2023-06-21 14:48:53,clnKVmM,Celana khitan v.mahal(M),11,"15.000,00","165.000,00"
48522020230621144853,2023-06-21 14:48:53,ckmL,Celana khitan v.murah (L),1,"11.000,00","11.000,00"
48522020230621152553,2023-06-21 15:25:53,krs,Kursi sholat juara,1,"170.000,00","170.000,00"
48522020230621152818,2023-06-21 15:28:18,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230621153624,2023-06-21 15:36:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230622091409,2023-06-22 9:14:09,UnderpaddrJ6090,Underpad onemed dr J 60x90,2,"41.000,00","82.000,00"
48522020230622105234,2023-06-22 10:52:34,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020230622105704,2023-06-22 10:57:04,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230622105937,2023-06-22 10:59:37,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230622105956,2023-06-22 10:59:56,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230622110021,2023-06-22 11:00:21,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020230622110944,2023-06-22 11:09:44,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230622123619,2023-06-22 12:36:19,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230622123619,2023-06-22 12:36:19,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230622130813,2023-06-22 13:08:13,tourniquetonehealth,Tourniquet onehealth,1,"13.500,00","13.500,00"
48522020230622130813,2023-06-22 13:08:13,benangjahit,Suture needle hecting,1,"20.500,00","20.500,00"
48522020230622130813,2023-06-22 13:08:13,sutplan,Suture plain,1,"10.500,00","10.500,00"
48522020230622130909,2023-06-22 13:09:09,gelmta,Gelas mata,18,"2.500,00","45.000,00"
48522020230622150531,2023-06-22 15:05:31,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230622150547,2023-06-22 15:05:47,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230622152846,2023-06-22 15:28:46,x09,Oximeter x09,1,"50.000,00","50.000,00"
48522020230622153055,2023-06-22 15:30:55,alpha1,Thermo one alpha 1,1,"22.000,00","22.000,00"
48522020230622154010,2023-06-22 15:40:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230622154524,2023-06-22 15:45:24,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230622155720,2023-06-22 15:57:20,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230623081504,2023-06-23 8:15:04,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230623083059,2023-06-23 8:30:59,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230623113513,2023-06-23 11:35:13,onehealthMlatex,Latex gloves onehealth M,1,"45.000,00","45.000,00"
48522020230623120843,2023-06-23 12:08:43,herma100ml,Beker glass 100ml herma,1,"34.000,00","34.000,00"
48522020230623121050,2023-06-23 12:10:50,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230623121123,2023-06-23 12:11:23,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230623121229,2023-06-23 12:12:29,tac,Tabung acetylene,1,"1.900.000,00","1.900.000,00"
48522020230623121229,2023-06-23 12:12:29,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623121229,2023-06-23 12:12:29,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020230623121345,2023-06-23 12:13:45,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623121418,2023-06-23 12:14:18,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623121436,2023-06-23 12:14:36,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623121507,2023-06-23 12:15:07,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623132521,2023-06-23 13:25:21,tjm2mrwa,Gt.tajam tajam marwa,1,"25.000,00","25.000,00"
48522020230623132617,2023-06-23 13:26:17,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623132628,2023-06-23 13:26:28,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230623144735,2023-06-23 14:47:35,al961L,Alkohol 96% 1liter,1,"36.000,00","36.000,00"
48522020230623150212,2023-06-23 15:02:12,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230623150328,2023-06-23 15:03:28,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230623154012,2023-06-23 15:40:12,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230624083530,2023-06-24 8:35:30,O21-5m,"Isi tabung oksigen 1,5 m",1,"70.000,00","70.000,00"
48522020230624085642,2023-06-24 8:56:42,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230624111026,2023-06-24 11:10:26,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230624111555,2023-06-24 11:15:55,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230624111705,2023-06-24 11:17:05,clnkitan,Celana khitan v.mahal(S),3,"15.000,00","45.000,00"
48522020230624111754,2023-06-24 11:17:54,Bak509,Bak 509,1,"86.000,00","86.000,00"
48522020230624111928,2023-06-24 11:19:28,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230624112233,2023-06-24 11:22:33,tbungair,Tabung air hijau,1,"115.000,00","115.000,00"
48522020230624113543,2023-06-24 11:35:43,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230624124704,2023-06-24 12:47:04,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230624124704,2023-06-24 12:47:04,Hexahidro,Kasa hexa husada hidrophile,2,"4.000,00","8.000,00"
48522020230624124704,2023-06-24 12:47:04,ultflx5,Ultrafix onemed 5*5,1,"15.000,00","15.000,00"
48522020230624134817,2023-06-24 13:48:17,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230624134845,2023-06-24 13:48:45,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230624143957,2023-06-24 14:39:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230624145018,2023-06-24 14:50:18,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230624145114,2023-06-24 14:51:14,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230626113259,2023-06-26 11:32:59,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230626113259,2023-06-26 11:32:59,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230626113344,2023-06-26 11:33:44,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230626113344,2023-06-26 11:33:44,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230626113428,2023-06-26 11:34:28,comchrsrnty,Commode chair serenity,1,"560.000,00","560.000,00"
48522020230626113631,2023-06-26 11:36:31,Vepabaru,Kasa gulung vepalusa baru,1,"92.000,00","92.000,00"
48522020230626113715,2023-06-26 11:37:15,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230626113732,2023-06-26 11:37:32,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230626114029,2023-06-26 11:40:29,2m3,Isi oksigen 2m3,1,"80.000,00","80.000,00"
48522020230626114053,2023-06-26 11:40:53,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230626114118,2023-06-26 11:41:18,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230626114240,2023-06-26 11:42:40,btgpngdukspatla20cm,Batang pengaduk spatula kaca 20 cm,1,"5.000,00","5.000,00"
48522020230626114240,2023-06-26 11:42:40,Tablok,Tabung reaksi lokal 16*150mm,1,"4.500,00","4.500,00"
48522020230626114713,2023-06-26 11:47:13,dkertumit,Deker ankle liton sport,1,"12.000,00","12.000,00"
48522020230626114812,2023-06-26 11:48:12,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230626114903,2023-06-26 11:49:03,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230626114957,2023-06-26 11:49:57,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230626115155,2023-06-26 11:51:55,pispottutup,Pispot laki laki tutup onemed,2,"21.000,00","42.000,00"
48522020230626115155,2023-06-26 11:51:55,pspotlaki,Pispot laki2,1,"12.000,00","12.000,00"
48522020230626115255,2023-06-26 11:52:55,tianginfsmrh,Tiang Infus besi v murah,1,"115.000,00","115.000,00"
48522020230626115330,2023-06-26 11:53:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230626121001,2023-06-26 12:10:01,pspotlaki,Pispot laki2,2,"12.000,00","24.000,00"
48522020230626134602,2023-06-26 13:46:02,asamurat,Easy touch strip asam urat,1,"98.000,00","98.000,00"
48522020230626134602,2023-06-26 13:46:02,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020230626141143,2023-06-26 14:11:43,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230626141228,2023-06-26 14:12:28,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020230626141332,2023-06-26 14:13:32,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230626155658,2023-06-26 15:56:58,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230627111334,2023-06-27 11:13:34,isin21m3,Isi nitro 1m3,2,"120.000,00","240.000,00"
48522020230627111417,2023-06-27 11:14:17,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230627111417,2023-06-27 11:14:17,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230627111434,2023-06-27 11:14:34,O21-5m,"Isi tabung oksigen 1,5 m",1,"70.000,00","70.000,00"
48522020230627111503,2023-06-27 11:15:03,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230627111519,2023-06-27 11:15:19,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230627111531,2023-06-27 11:15:31,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230627111546,2023-06-27 11:15:46,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230627111659,2023-06-27 11:16:59,alkhol1lt,Alkohol 70% 1liter,2,"27.000,00","54.000,00"
48522020230627111750,2023-06-27 11:17:50,Nedholrenz18cm,Needle holder renz 18 cm,2,"51.500,00","103.000,00"
48522020230627111845,2023-06-27 11:18:45,Nedholrenz14cm,Needle holder renz 14 cm,1,"32.500,00","32.500,00"
48522020230627111947,2023-06-27 11:19:47,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230627112035,2023-06-27 11:20:35,btgpngdukspatla20cm,Batang pengaduk spatula kaca 20 cm,1,"5.000,00","5.000,00"
48522020230627112035,2023-06-27 11:20:35,btgspakca25cm,Batang pengaduk spatula kaca 25 cm,1,"5.500,00","5.500,00"
48522020230627120919,2023-06-27 12:09:19,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230627120919,2023-06-27 12:09:19,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230627122235,2023-06-27 12:22:35,x09,Oximeter x09,1,"50.000,00","50.000,00"
48522020230627131035,2023-06-27 13:10:35,UnderpaddrJ6090,Underpad onemed dr J 60x90,1,"41.000,00","41.000,00"
48522020230627133216,2023-06-27 13:32:16,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230627134212,2023-06-27 13:42:12,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230627155412,2023-06-27 15:54:12,sutplan,Suture plain,1,"10.500,00","10.500,00"
48522020230628090020,2023-06-28 9:00:20,rgltrmedicallotus,Regulator Medical Lotus,1,"350.000,00","350.000,00"
48522020230628090020,2023-06-28 9:00:20,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230628090037,2023-06-28 9:00:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628091607,2023-06-28 9:16:07,clnkitan,Celana khitan v.mahal(S),2,"15.000,00","30.000,00"
48522020230628113658,2023-06-28 11:36:58,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230628114833,2023-06-28 11:48:33,Uklmrnz14cm,U-klem renz 14cm,1,"53.000,00","53.000,00"
48522020230628114944,2023-06-28 11:49:44,Uklemonmd,U-klem onemed,1,"35.000,00","35.000,00"
48522020230628115033,2023-06-28 11:50:33,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230628115132,2023-06-28 11:51:32,oksgnmskrbrtgank,Oksigen mask rebreathing anak,1,"20.000,00","20.000,00"
48522020230628115204,2023-06-28 11:52:04,tourniquetonehealth,Tourniquet onehealth,1,"13.500,00","13.500,00"
48522020230628115349,2023-06-28 11:53:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628115407,2023-06-28 11:54:07,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628115430,2023-06-28 11:54:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628124153,2023-06-28 12:41:53,uklemsellaco,Uklem sellaco,1,"39.500,00","39.500,00"
48522020230628144514,2023-06-28 14:45:14,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628144543,2023-06-28 14:45:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628144706,2023-06-28 14:47:06,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230628145228,2023-06-28 14:52:28,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230628152515,2023-06-28 15:25:15,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230628153448,2023-06-28 15:34:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630084007,2023-06-30 8:40:07,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230630084007,2023-06-30 8:40:07,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230630084034,2023-06-30 8:40:34,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630084052,2023-06-30 8:40:52,O26m3part2,Isi tabung O26m3 part 2,3,"125.000,00","375.000,00"
48522020230630084109,2023-06-30 8:41:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630084130,2023-06-30 8:41:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630084130,2023-06-30 8:41:30,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230630084147,2023-06-30 8:41:47,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630084208,2023-06-30 8:42:08,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020230630090158,2023-06-30 9:01:58,arms,Arm sling size S,1,"18.000,00","18.000,00"
48522020230630100237,2023-06-30 10:02:37,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630100305,2023-06-30 10:03:05,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630103001,2023-06-30 10:30:01,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630103037,2023-06-30 10:30:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630121010,2023-06-30 12:10:10,snelchart,Snellen chart,2,"6.500,00","13.000,00"
48522020230630121010,2023-06-30 12:10:10,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230630133229,2023-06-30 13:32:29,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630145519,2023-06-30 14:55:19,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230630150148,2023-06-30 15:01:48,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230630154324,2023-06-30 15:43:24,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230701075553,2023-07-01 7:55:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230701111414,2023-07-01 11:14:14,tbair,Tabung air,1,"95.000,00","95.000,00"
48522020230701111414,2023-07-01 11:14:14,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230701130302,2023-07-01 13:03:02,3.5mcatgut,Suture plain catgut 2/0( 3.5m),1,"8.000,00","8.000,00"
48522020230701134343,2023-07-01 13:43:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230701134404,2023-07-01 13:44:04,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230701134426,2023-07-01 13:44:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230701134426,2023-07-01 13:44:26,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230701134437,2023-07-01 13:44:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230701134452,2023-07-01 13:44:52,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230701134523,2023-07-01 13:45:23,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230701134729,2023-07-01 13:47:29,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230701134835,2023-07-01 13:48:35,trocarmarwa,Trocar marwa,1,"27.000,00","27.000,00"
48522020230701134926,2023-07-01 13:49:26,wb,Walker besi,1,"120.000,00","120.000,00"
48522020230701154849,2023-07-01 15:48:49,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230701154849,2023-07-01 15:48:49,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230701154915,2023-07-01 15:49:15,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230701154915,2023-07-01 15:49:15,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020230701154935,2023-07-01 15:49:35,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020230703114623,2023-07-03 11:46:23,tianginfsmrh,Tiang Infus besi v murah,1,"115.000,00","115.000,00"
48522020230703114709,2023-07-03 11:47:09,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230703114809,2023-07-03 11:48:09,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230703114847,2023-07-03 11:48:47,wb,Walker besi,1,"120.000,00","120.000,00"
48522020230703114940,2023-07-03 11:49:40,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230703115035,2023-07-03 11:50:35,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230703115141,2023-07-03 11:51:41,onemedstickpad,Pispot bab onemed stickpad,1,"40.000,00","40.000,00"
48522020230703131758,2023-07-03 13:17:58,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230703131926,2023-07-03 13:19:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703131926,2023-07-03 13:19:26,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230703131948,2023-07-03 13:19:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132203,2023-07-03 13:22:03,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132400,2023-07-03 13:24:00,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132425,2023-07-03 13:24:25,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132438,2023-07-03 13:24:38,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132456,2023-07-03 13:24:56,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132509,2023-07-03 13:25:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703132543,2023-07-03 13:25:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230703135047,2023-07-03 13:50:47,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230703135151,2023-07-03 13:51:51,Uklmrnz14cm,U-klem renz 14cm,2,"53.000,00","106.000,00"
48522020230703150026,2023-07-03 15:00:26,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020230704085331,2023-07-04 8:53:31,onemedstickpad,Pispot bab onemed stickpad,1,"40.000,00","40.000,00"
48522020230704085331,2023-07-04 8:53:31,pspotpermpuan,Pispot perempuan,1,"12.000,00","12.000,00"
48522020230704114800,2023-07-04 11:48:00,walkeronehealth,Walker lipat onehealth,1,"385.000,00","385.000,00"
48522020230704115440,2023-07-04 11:54:40,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230704115452,2023-07-04 11:54:52,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230704115532,2023-07-04 11:55:32,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230704115548,2023-07-04 11:55:48,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230704115601,2023-07-04 11:56:01,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230704115614,2023-07-04 11:56:14,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230704115718,2023-07-04 11:57:18,Uklemonmd,U-klem onemed,3,"35.000,00","105.000,00"
48522020230704115810,2023-07-04 11:58:10,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230704123837,2023-07-04 12:38:37,blmphlips,Bolam philips,1,"261.000,00","261.000,00"
48522020230704140540,2023-07-04 14:05:40,tk1onehealth,Tongkat kaki 1 onehealth,1,"81.000,00","81.000,00"
48522020230704145822,2023-07-04 14:58:22,onehealthcanul,Selang onehealth canul,4,"10.000,00","40.000,00"
48522020230705082721,2023-07-05 8:27:21,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705082737,2023-07-05 8:27:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705082759,2023-07-05 8:27:59,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705131712,2023-07-05 13:17:12,3.5mcatgut,Suture plain catgut 2/0( 3.5m),2,"8.000,00","16.000,00"
48522020230705131811,2023-07-05 13:18:11,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230705131811,2023-07-05 13:18:11,O21m3,Isi oksigen 1m3,3,"50.000,00","150.000,00"
48522020230705131836,2023-07-05 13:18:36,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705131849,2023-07-05 13:18:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705131910,2023-07-05 13:19:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705131929,2023-07-05 13:19:29,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230705132509,2023-07-05 13:25:09,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020230705132509,2023-07-05 13:25:09,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230705132555,2023-07-05 13:25:55,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020230705132555,2023-07-05 13:25:55,lancetonehealth,Blood lancet onehealth,1,"13.000,00","13.000,00"
48522020230705132725,2023-07-05 13:27:25,iudst,Set Iud 18cm,1,"931.500,00","931.500,00"
